timestamp,value,anomaly_score,S(t)_standard
2014-01-04 09:30:00,68.0,0.912627839,0.0
2014-01-04 09:35:00,68.0,0.87051857,0.0
2014-01-04 09:40:00,68.0,0.298444791,0.0
2014-01-04 09:45:00,68.0,0.638949495,0.0
2014-01-04 09:50:00,68.0,0.608970211,0.0
2014-01-04 09:55:00,68.0,0.152839269,0.0
2014-01-04 10:00:00,77.6,0.7625108,0.0
2014-01-04 10:05:00,77.6,0.53937903,0.0
2014-01-04 10:10:00,77.6,0.778626479,0.0
2014-01-04 10:15:00,77.6,0.530353672,0.0
2014-01-04 10:20:00,77.6,0.000571896,0.0
2014-01-04 10:25:00,77.6,0.324156057,0.0
2014-01-04 10:30:00,77.6,0.019476742,0.0
2014-01-04 10:35:00,77.6,0.929098616,0.0
2014-01-04 10:40:00,77.6,0.878721878,0.0
2014-01-04 10:45:00,77.6,0.831665529,0.0
2014-01-04 10:50:00,77.6,0.307514125,0.0
2014-01-04 10:55:00,77.6,0.057925166,0.0
2014-01-04 11:00:00,79.52,0.878009599,0.0
2014-01-04 11:05:00,79.52,0.946949445,0.0
2014-01-04 11:10:00,79.52,0.085653452,0.0
2014-01-04 11:15:00,79.52,0.485990463,0.0
2014-01-04 11:20:00,79.52,0.069212518,0.0
2014-01-04 11:25:00,79.52,0.760602165,0.0
2014-01-04 11:30:00,79.52,0.765834429,0.0
2014-01-04 11:35:00,79.52,0.128391465,0.0
2014-01-04 11:40:00,79.52,0.475282378,0.0
2014-01-04 11:45:00,79.52,0.549803593,0.0
2014-01-04 11:50:00,79.52,0.265056629,0.0
2014-01-04 11:55:00,79.52,0.872433041,0.0
2014-01-04 12:00:00,79.904,0.42313794,0.0
2014-01-04 12:05:00,79.904,0.211798205,0.0
2014-01-04 12:10:00,79.904,0.539296089,0.0
2014-01-04 12:15:00,79.904,0.729931069,0.0
2014-01-04 12:20:00,79.904,0.201151063,0.0
2014-01-04 12:25:00,79.904,0.311716291,0.0
2014-01-04 12:30:00,79.904,0.995149357,0.0
2014-01-04 12:35:00,79.904,0.649878058,0.0
2014-01-04 12:40:00,79.904,0.438100084,0.0
2014-01-04 12:45:00,79.904,0.517575841,0.0
2014-01-04 12:50:00,79.904,0.121004196,0.0
2014-01-04 12:55:00,79.904,0.224697337,0.0
2014-01-04 13:00:00,79.9808,0.338085562,0.0
2014-01-04 13:05:00,79.9808,0.588308718,0.0
2014-01-04 13:10:00,79.9808,0.230114733,0.0
2014-01-04 13:15:00,79.9808,0.220217384,0.0
2014-01-04 13:20:00,79.9808,0.070993086,0.0
2014-01-04 13:25:00,79.9808,0.631102957,0.0
2014-01-04 13:30:00,79.9808,0.228941784,0.0
2014-01-04 13:35:00,79.9808,0.905420013,0.0
2014-01-04 13:40:00,79.9808,0.8596354,0.0
2014-01-04 13:45:00,79.9808,0.07085735,0.0
2014-01-04 13:50:00,79.9808,0.238004634,0.0
2014-01-04 13:55:00,79.9808,0.668977778,0.0
2014-01-04 14:00:00,79.99616,0.214236807,0.0
2014-01-04 14:05:00,79.99616,0.132311849,0.0
2014-01-04 14:10:00,79.99616,0.935514241,0.0
2014-01-04 14:15:00,79.99616,0.571043093,0.0
2014-01-04 14:20:00,79.99616,0.472671026,0.0
2014-01-04 14:25:00,79.99616,0.784619424,0.0
2014-01-04 14:30:00,79.99616,0.807496998,0.0
2014-01-04 14:35:00,79.99616,0.190409914,0.0
2014-01-04 14:40:00,79.99616,0.096930814,0.0
2014-01-04 14:45:00,79.99616,0.431051182,0.0
2014-01-04 14:50:00,79.99616,0.423578623,0.0
2014-01-04 14:55:00,79.99616,0.467024668,0.0
2014-01-04 15:00:00,79.999232,0.729075849,0.0
2014-01-04 15:05:00,79.999232,0.673364547,0.0
2014-01-04 15:10:00,79.999232,0.984165211,0.0
2014-01-04 15:15:00,79.999232,0.098417871,0.0
2014-01-04 15:20:00,79.999232,0.402621282,0.0
2014-01-04 15:25:00,79.999232,0.339302605,0.0
2014-01-04 15:30:00,79.999232,0.861672536,0.0
2014-01-04 15:35:00,79.999232,0.248656334,0.0
2014-01-04 15:40:00,79.999232,0.190208908,0.0
2014-01-04 15:45:00,79.999232,0.448613548,0.0
2014-01-04 15:50:00,79.999232,0.42188164,0.0
2014-01-04 15:55:00,79.999232,0.278545145,0.0
2014-01-04 16:00:00,79.9998464,0.249806448,0.0
2014-01-04 16:05:00,79.9998464,0.923265599,0.0
2014-01-04 16:10:00,79.9998464,0.443130745,0.0
2014-01-04 16:15:00,79.9998464,0.861349105,0.0
2014-01-04 16:20:00,79.9998464,0.550325312,0.0
2014-01-04 16:25:00,79.9998464,0.05058833,0.0
2014-01-04 16:30:00,79.9998464,0.999282468,0.0
2014-01-04 16:35:00,79.9998464,0.836027585,0.0
2014-01-04 16:40:00,79.9998464,0.968996257,0.0
2014-01-04 16:45:00,79.9998464,0.926366983,0.0
2014-01-04 16:50:00,79.9998464,0.848695734,0.0
2014-01-04 16:55:00,79.9998464,0.166311111,0.0
2014-01-04 17:00:00,79.99996928,0.485641125,0.0
2014-01-04 17:05:00,79.99996928,0.213747299,0.0
2014-01-04 17:10:00,79.99996928,0.401040293,0.0
2014-01-04 17:15:00,79.99996928,0.0586354,0.0
2014-01-04 17:20:00,79.99996928,0.378973119,0.0
2014-01-04 17:25:00,79.99996928,0.985308844,0.0
2014-01-04 17:30:00,79.99996928,0.265203058,0.0
2014-01-04 17:35:00,79.99996928,0.784070602,0.0
2014-01-04 17:40:00,79.99996928,0.455008367,0.0
2014-01-04 17:45:00,79.99996928,0.423007486,0.0
2014-01-04 17:50:00,79.99996928,0.957317641,0.0
2014-01-04 17:55:00,79.99996928,0.995422689,0.0
2014-01-04 18:00:00,31.99999386,0.555768323,0.0
2014-01-04 18:05:00,31.99999386,0.718408275,0.0
2014-01-04 18:10:00,31.99999386,0.154796825,0.0
2014-01-04 18:15:00,31.99999386,0.296707825,0.0
2014-01-04 18:20:00,31.99999386,0.968709365,0.0
2014-01-04 18:25:00,31.99999386,0.579180291,0.0
2014-01-04 18:30:00,31.99999386,0.542195201,0.0
2014-01-04 18:35:00,31.99999386,0.74797556,0.0
2014-01-04 18:40:00,31.99999386,0.057165273,0.0
2014-01-04 18:45:00,31.99999386,0.584177594,0.0
2014-01-04 18:50:00,31.99999386,0.502850383,0.0
2014-01-04 18:55:00,31.99999386,0.852719892,0.0
2014-01-04 19:00:00,22.39999877,0.157432728,0.0
2014-01-04 19:05:00,22.39999877,0.960778903,0.0
2014-01-04 19:10:00,22.39999877,0.080111465,0.0
2014-01-04 19:15:00,22.39999877,0.185824961,0.0
2014-01-04 19:20:00,22.39999877,0.595035106,0.0
2014-01-04 19:25:00,22.39999877,0.675212554,0.0
2014-01-04 19:30:00,22.39999877,0.235203895,0.0
2014-01-04 19:35:00,22.39999877,0.119886614,0.0
2014-01-04 19:40:00,22.39999877,0.890287314,0.0
2014-01-04 19:45:00,22.39999877,0.246215348,0.0
2014-01-04 19:50:00,22.39999877,0.594519154,0.0
2014-01-04 19:55:00,22.39999877,0.61938151,0.0
2014-01-04 20:00:00,20.47999975,0.419224915,0.0
2014-01-04 20:05:00,20.47999975,0.583672289,0.0
2014-01-04 20:10:00,20.47999975,0.522782716,0.0
2014-01-04 20:15:00,20.47999975,0.934706258,0.0
2014-01-04 20:20:00,20.47999975,0.204259199,0.0
2014-01-04 20:25:00,20.47999975,0.716191801,0.0
2014-01-04 20:30:00,20.47999975,0.238685953,0.0
2014-01-04 20:35:00,20.47999975,0.395785847,0.0
2014-01-04 20:40:00,20.47999975,0.671690223,0.0
2014-01-04 20:45:00,20.47999975,0.29999708,0.0
2014-01-04 20:50:00,20.47999975,0.316177196,0.0
2014-01-04 20:55:00,20.47999975,0.751864492,0.0
2014-01-04 21:00:00,20.09599995,0.072543114,0.0
2014-01-04 21:05:00,20.09599995,0.458285523,0.0
2014-01-04 21:10:00,20.09599995,0.998454441,0.0
2014-01-04 21:15:00,20.09599995,0.996096448,0.0
2014-01-04 21:20:00,20.09599995,0.073260721,0.0
2014-01-04 21:25:00,20.09599995,0.213154312,0.0
2014-01-04 21:30:00,20.09599995,0.265200415,0.0
2014-01-04 21:35:00,20.09599995,0.933259378,0.0
2014-01-04 21:40:00,20.09599995,0.880864174,0.0
2014-01-04 21:45:00,20.09599995,0.879270242,0.0
2014-01-04 21:50:00,20.09599995,0.369527089,0.0
2014-01-04 21:55:00,20.09599995,0.157746832,0.0
2014-01-04 22:00:00,20.01919999,0.833744955,0.0
2014-01-04 22:05:00,20.01919999,0.703539925,0.0
2014-01-04 22:10:00,20.01919999,0.611677766,0.0
2014-01-04 22:15:00,20.01919999,0.987233064,0.0
2014-01-04 22:20:00,20.01919999,0.653976318,0.0
2014-01-04 22:25:00,20.01919999,0.007823107,0.0
2014-01-04 22:30:00,20.01919999,0.817104135,0.0
2014-01-04 22:35:00,20.01919999,0.299378752,0.0
2014-01-04 22:40:00,20.01919999,0.663388715,0.0
2014-01-04 22:45:00,20.01919999,0.938930004,0.0
2014-01-04 22:50:00,20.01919999,0.134291114,0.0
2014-01-04 22:55:00,20.01919999,0.11542867,0.0
2014-01-04 23:00:00,20.00384,0.107035978,0.0
2014-01-04 23:05:00,20.00384,0.553223641,0.0
2014-01-04 23:10:00,20.00384,0.272348212,0.0
2014-01-04 23:15:00,20.00384,0.604829827,0.0
2014-01-04 23:20:00,20.00384,0.717612187,0.0
2014-01-04 23:25:00,20.00384,0.203597312,0.0
2014-01-04 23:30:00,20.00384,0.634237959,0.0
2014-01-04 23:35:00,20.00384,0.263983902,0.0
2014-01-04 23:40:00,20.00384,0.488531852,0.0
2014-01-04 23:45:00,20.00384,0.905336491,0.0
2014-01-04 23:50:00,20.00384,0.846103713,0.0
2014-01-04 23:55:00,20.00384,0.092298468,0.0
2014-02-04 00:00:00,20.0,0.423575773,0.0
2014-02-04 00:05:00,20.0,0.276680224,0.0
2014-02-04 00:10:00,20.0,0.003545689,0.0
2014-02-04 00:15:00,20.0,0.771119223,0.0
2014-02-04 00:20:00,20.0,0.637113377,0.0
2014-02-04 00:25:00,20.0,0.261955262,0.0
2014-02-04 00:30:00,20.0,0.741230908,0.0
2014-02-04 00:35:00,20.0,0.551680421,0.0
2014-02-04 00:40:00,20.0,0.427686919,0.0
2014-02-04 00:45:00,20.0,0.0096697,0.0
2014-02-04 00:50:00,20.0,0.07524386,0.0
2014-02-04 00:55:00,20.0,0.883106393,0.0
2014-02-04 01:00:00,20.0,0.903928572,0.0
2014-02-04 01:05:00,20.0,0.545590289,0.0
2014-02-04 01:10:00,20.0,0.83459502,0.0
2014-02-04 01:15:00,20.0,0.582509566,0.0
2014-02-04 01:20:00,20.0,0.148093786,0.0
2014-02-04 01:25:00,20.0,0.127445519,0.0
2014-02-04 01:30:00,20.0,0.30825835,0.0
2014-02-04 01:35:00,20.0,0.898981489,0.0
2014-02-04 01:40:00,20.0,0.796122305,0.0
2014-02-04 01:45:00,20.0,0.860702582,0.0
2014-02-04 01:50:00,20.0,0.898924637,0.0
2014-02-04 01:55:00,20.0,0.210076538,0.0
2014-02-04 02:00:00,20.0,0.249529739,0.0
2014-02-04 02:05:00,20.0,0.102793622,0.0
2014-02-04 02:10:00,20.0,0.780116242,0.0
2014-02-04 02:15:00,20.0,0.884134701,0.0
2014-02-04 02:20:00,20.0,0.40637739,0.0
2014-02-04 02:25:00,20.0,0.62066151,0.0
2014-02-04 02:30:00,20.0,0.154553338,0.0
2014-02-04 02:35:00,20.0,0.929881016,0.0
2014-02-04 02:40:00,20.0,0.864605696,0.0
2014-02-04 02:45:00,20.0,0.976206033,0.0
2014-02-04 02:50:00,20.0,0.81077172,0.0
2014-02-04 02:55:00,20.0,0.881416205,0.0
2014-02-04 03:00:00,20.0,0.024786362,0.0
2014-02-04 03:05:00,20.0,0.736564472,0.0
2014-02-04 03:10:00,20.0,0.332185468,0.0
2014-02-04 03:15:00,20.0,0.930815886,0.0
2014-02-04 03:20:00,20.0,0.802235139,0.0
2014-02-04 03:25:00,20.0,0.864064028,0.0
2014-02-04 03:30:00,20.0,0.810749317,0.0
2014-02-04 03:35:00,20.0,0.26680571,0.0
2014-02-04 03:40:00,20.0,0.787374509,0.0
2014-02-04 03:45:00,20.0,0.108095626,0.0
2014-02-04 03:50:00,20.0,0.872166783,0.0
2014-02-04 03:55:00,20.0,0.858593251,0.0
2014-02-04 04:00:00,20.0,0.222433718,0.0
2014-02-04 04:05:00,20.0,0.816586606,0.0
2014-02-04 04:10:00,20.0,0.460303235,0.0
2014-02-04 04:15:00,20.0,0.305190867,0.0
2014-02-04 04:20:00,20.0,0.795345499,0.0
2014-02-04 04:25:00,20.0,0.227595487,0.0
2014-02-04 04:30:00,20.0,0.023664435,0.0
2014-02-04 04:35:00,20.0,0.193129788,0.0
2014-02-04 04:40:00,20.0,0.328261951,0.0
2014-02-04 04:45:00,20.0,0.864352942,0.0
2014-02-04 04:50:00,20.0,0.966889104,0.0
2014-02-04 04:55:00,20.0,0.279124993,0.0
2014-02-04 05:00:00,20.0,0.641481739,0.0
2014-02-04 05:05:00,20.0,0.399678384,0.0
2014-02-04 05:10:00,20.0,0.981149687,0.0
2014-02-04 05:15:00,20.0,0.536215732,0.0
2014-02-04 05:20:00,20.0,0.93923714,0.0
2014-02-04 05:25:00,20.0,0.115341752,0.0
2014-02-04 05:30:00,20.0,0.970400611,0.0
2014-02-04 05:35:00,20.0,0.178567816,0.0
2014-02-04 05:40:00,20.0,0.962534316,0.0
2014-02-04 05:45:00,20.0,0.265466363,0.0
2014-02-04 05:50:00,20.0,0.108402547,0.0
2014-02-04 05:55:00,20.0,0.434563759,0.0
2014-02-04 06:00:00,20.0,0.728545061,0.0
2014-02-04 06:05:00,20.0,0.313677314,0.0
2014-02-04 06:10:00,20.0,0.606208853,0.0
2014-02-04 06:15:00,20.0,0.51142306,0.0
2014-02-04 06:20:00,20.0,0.385195433,0.0
2014-02-04 06:25:00,20.0,0.576588043,0.0
2014-02-04 06:30:00,20.0,0.254722506,0.0
2014-02-04 06:35:00,20.0,0.708785284,0.0
2014-02-04 06:40:00,20.0,0.001691278,0.0
2014-02-04 06:45:00,20.0,0.925575165,0.0
2014-02-04 06:50:00,20.0,0.538451997,0.0
2014-02-04 06:55:00,20.0,0.719429999,0.0
2014-02-04 07:00:00,20.0,0.741950078,0.0
2014-02-04 07:05:00,20.0,0.670628504,0.0
2014-02-04 07:10:00,20.0,0.364221472,0.0
2014-02-04 07:15:00,20.0,0.069973811,0.0
2014-02-04 07:20:00,20.0,0.664237685,0.0
2014-02-04 07:25:00,20.0,0.330200036,0.0
2014-02-04 07:30:00,20.0,0.313915645,0.0
2014-02-04 07:35:00,20.0,0.84801528,0.0
2014-02-04 07:40:00,20.0,0.719754263,0.0
2014-02-04 07:45:00,20.0,0.300322268,0.0
2014-02-04 07:50:00,20.0,0.309284662,0.0
2014-02-04 07:55:00,20.0,0.408392909,0.0
2014-02-04 08:00:00,20.0,0.402400387,0.0
2014-02-04 08:05:00,20.0,0.295655203,0.0
2014-02-04 08:10:00,20.0,0.127287799,0.0
2014-02-04 08:15:00,20.0,0.420446334,0.0
2014-02-04 08:20:00,20.0,0.940363671,0.0
2014-02-04 08:25:00,20.0,0.677317945,0.0
2014-02-04 08:30:00,20.0,0.902805546,0.0
2014-02-04 08:35:00,20.0,0.615514916,0.0
2014-02-04 08:40:00,20.0,0.300949875,0.0
2014-02-04 08:45:00,20.0,0.547937213,0.0
2014-02-04 08:50:00,20.0,0.00040594,0.0
2014-02-04 08:55:00,20.0,0.286913717,0.0
2014-02-04 09:00:00,68.0,0.42988815,0.0
2014-02-04 09:05:00,68.0,0.579984781,0.0
2014-02-04 09:10:00,68.0,0.654705624,0.0
2014-02-04 09:15:00,68.0,0.46498819,0.0
2014-02-04 09:20:00,68.0,0.442159799,0.0
2014-02-04 09:25:00,68.0,0.213701401,0.0
2014-02-04 09:30:00,68.0,0.473186186,0.0
2014-02-04 09:35:00,68.0,0.901180826,0.0
2014-02-04 09:40:00,68.0,0.79602476,0.0
2014-02-04 09:45:00,68.0,0.169691396,0.0
2014-02-04 09:50:00,68.0,0.084795537,0.0
2014-02-04 09:55:00,68.0,0.51545201,0.0
2014-02-04 10:00:00,77.6,0.632940856,0.0
2014-02-04 10:05:00,77.6,0.335188255,0.0
2014-02-04 10:10:00,77.6,0.818423465,0.0
2014-02-04 10:15:00,77.6,0.751138138,0.0
2014-02-04 10:20:00,77.6,0.672795671,0.0
2014-02-04 10:25:00,77.6,0.224640666,0.0
2014-02-04 10:30:00,77.6,0.199129933,0.0
2014-02-04 10:35:00,77.6,0.024425388,0.0
2014-02-04 10:40:00,77.6,0.244842544,0.0
2014-02-04 10:45:00,77.6,0.475136344,0.0
2014-02-04 10:50:00,77.6,0.849737695,0.0
2014-02-04 10:55:00,77.6,0.072828229,0.0
2014-02-04 11:00:00,79.52,0.414441011,0.0
2014-02-04 11:05:00,79.52,0.629765381,0.0
2014-02-04 11:10:00,79.52,0.194435237,0.0
2014-02-04 11:15:00,79.52,0.69635425,0.0
2014-02-04 11:20:00,79.52,0.494377169,0.0
2014-02-04 11:25:00,79.52,0.24398444,0.0
2014-02-04 11:30:00,79.52,0.656058011,0.0
2014-02-04 11:35:00,79.52,0.005544818,0.0
2014-02-04 11:40:00,79.52,0.750964477,0.0
2014-02-04 11:45:00,79.52,0.770046189,0.0
2014-02-04 11:50:00,79.52,0.106587297,0.0
2014-02-04 11:55:00,79.52,0.425146194,0.0
2014-02-04 12:00:00,79.904,0.175886682,0.0
2014-02-04 12:05:00,79.904,0.957966042,0.0
2014-02-04 12:10:00,79.904,0.51795775,0.0
2014-02-04 12:15:00,79.904,0.050218385,0.0
2014-02-04 12:20:00,79.904,0.24919828,0.0
2014-02-04 12:25:00,79.904,0.848336347,0.0
2014-02-04 12:30:00,79.904,0.456461825,0.0
2014-02-04 12:35:00,79.904,0.801416602,0.0
2014-02-04 12:40:00,79.904,0.667577733,0.0
2014-02-04 12:45:00,79.904,0.987892453,0.0
2014-02-04 12:50:00,79.904,0.595452318,0.0
2014-02-04 12:55:00,79.904,0.950039608,0.0
2014-02-04 13:00:00,79.9808,0.891425926,0.0
2014-02-04 13:05:00,79.9808,0.612652323,0.0
2014-02-04 13:10:00,79.9808,0.719273961,0.0
2014-02-04 13:15:00,79.9808,0.504778165,0.0
2014-02-04 13:20:00,79.9808,0.83056917,0.0
2014-02-04 13:25:00,79.9808,0.547871951,0.0
2014-02-04 13:30:00,79.9808,0.897208103,0.0
2014-02-04 13:35:00,79.9808,0.743655442,0.0
2014-02-04 13:40:00,79.9808,0.474674437,0.0
2014-02-04 13:45:00,79.9808,0.259191548,0.0
2014-02-04 13:50:00,79.9808,0.247239738,0.0
2014-02-04 13:55:00,79.9808,0.637661437,0.0
2014-02-04 14:00:00,79.99616,0.765813684,0.0
2014-02-04 14:05:00,79.99616,0.521299813,0.0
2014-02-04 14:10:00,79.99616,0.626748437,0.0
2014-02-04 14:15:00,79.99616,0.274597447,0.0
2014-02-04 14:20:00,79.99616,0.077483354,0.0
2014-02-04 14:25:00,79.99616,0.285728151,0.0
2014-02-04 14:30:00,79.99616,0.271715107,0.0
2014-02-04 14:35:00,79.99616,0.319709568,0.0
2014-02-04 14:40:00,79.99616,0.540152223,0.0
2014-02-04 14:45:00,79.99616,0.138374062,0.0
2014-02-04 14:50:00,79.99616,0.23126148,0.0
2014-02-04 14:55:00,79.99616,0.693949812,0.0
2014-02-04 15:00:00,79.999232,0.706419142,0.0
2014-02-04 15:05:00,79.999232,0.064228851,0.0
2014-02-04 15:10:00,79.999232,0.40759937,0.0
2014-02-04 15:15:00,79.999232,0.542611141,0.0
2014-02-04 15:20:00,79.999232,0.415774234,0.0
2014-02-04 15:25:00,79.999232,0.20683439,0.0
2014-02-04 15:30:00,79.999232,0.420143518,0.0
2014-02-04 15:35:00,79.999232,0.904838478,0.0
2014-02-04 15:40:00,79.999232,0.584079414,0.0
2014-02-04 15:45:00,79.999232,0.695522986,0.0
2014-02-04 15:50:00,79.999232,0.856732032,0.0
2014-02-04 15:55:00,79.999232,0.765594576,0.0
2014-02-04 16:00:00,79.9998464,0.380381029,0.0
2014-02-04 16:05:00,79.9998464,0.005896084,0.0
2014-02-04 16:10:00,79.9998464,0.351758803,0.0
2014-02-04 16:15:00,79.9998464,0.753475125,0.0
2014-02-04 16:20:00,79.9998464,0.853447951,0.0
2014-02-04 16:25:00,79.9998464,0.953430338,0.0
2014-02-04 16:30:00,79.9998464,0.419021283,0.0
2014-02-04 16:35:00,79.9998464,0.747515669,0.0
2014-02-04 16:40:00,79.9998464,0.54613231,0.0
2014-02-04 16:45:00,79.9998464,0.603252589,0.0
2014-02-04 16:50:00,79.9998464,0.220538694,0.0
2014-02-04 16:55:00,79.9998464,0.219421635,0.0
2014-02-04 17:00:00,79.99996928,0.435835976,0.0
2014-02-04 17:05:00,79.99996928,0.02902482,0.0
2014-02-04 17:10:00,79.99996928,0.336129544,0.0
2014-02-04 17:15:00,79.99996928,0.679141885,0.0
2014-02-04 17:20:00,79.99996928,0.404316669,0.0
2014-02-04 17:25:00,79.99996928,0.165044731,0.0
2014-02-04 17:30:00,79.99996928,0.467390149,0.0
2014-02-04 17:35:00,79.99996928,0.127627797,0.0
2014-02-04 17:40:00,79.99996928,0.622256961,0.0
2014-02-04 17:45:00,79.99996928,0.026966452,0.0
2014-02-04 17:50:00,79.99996928,0.394020256,0.0
2014-02-04 17:55:00,79.99996928,0.564391983,0.0
2014-02-04 18:00:00,31.99999386,0.027102046,0.0
