file,mse,TP,FP,FN,TN,parameters,threshold_parameters
ec2_cpu_utilization_fe7f93.csv,65.087194,2.0,382.0,1.0,3245.0,ar=1;ma=1;training_ratio=0.1,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
ec2_disk_write_bytes_1ef3de.csv,1694935070016014.5,1.0,75.0,0.0,4182.0,ar=1;ma=1;training_ratio=0.1,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
ec2_disk_write_bytes_c0d644.csv,5250796480353290.0,0.0,2.0,3.0,3625.0,ar=1;ma=1;training_ratio=0.1,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
ec2_network_in_257a54.csv,20584303608206.523,1.0,0.0,0.0,3629.0,ar=1;ma=1;training_ratio=0.1,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
ec2_network_in_5abac7.csv,665855762766.0702,1.0,0.0,1.0,4256.0,ar=0;ma=1;training_ratio=0.1,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
elb_request_count_8c0756.csv,2902.491735,0.0,0.0,2.0,3630.0,ar=1;ma=1;training_ratio=0.1,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
grok_asg_anomaly.csv,3.612847,3.0,16.0,0.0,4140.0,ar=1;ma=1;training_ratio=0.1,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
iio_us-east-1_i-a2eb1cd9_NetworkIn.csv,1103733548217.2332,1.0,11.0,1.0,1106.0,ar=1;ma=1;training_ratio=0.1,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
rds_cpu_utilization_cc0c53.csv,0.7223569999999999,2.0,9.0,0.0,3621.0,ar=1;ma=0;training_ratio=0.1,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
rds_cpu_utilization_e47b3b.csv,2.33917,2.0,4.0,0.0,3626.0,ar=1;ma=1;training_ratio=0.1,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
exchange-2_cpc_results.csv,0.000317,0.0,0.0,1.0,1461.0,ar=1;ma=1;training_ratio=0.1,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
exchange-2_cpm_results.csv,0.008833,1.0,4.0,1.0,1458.0,ar=1;ma=1;training_ratio=0.1,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
exchange-3_cpc_results.csv,0.004024,2.0,0.0,1.0,1385.0,ar=1;ma=1;training_ratio=0.1,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
exchange-3_cpm_results.csv,0.052297,1.0,0.0,0.0,1385.0,ar=1;ma=1;training_ratio=0.1,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
exchange-4_cpc_results.csv,0.018134,3.0,45.0,0.0,1433.0,ar=1;ma=1;training_ratio=0.1,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
exchange-4_cpm_results.csv,0.61228,3.0,38.0,1.0,1441.0,ar=1;ma=1;training_ratio=0.1,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
ambient_temperature_system_failure.csv,0.804673,0.0,0.0,2.0,6541.0,ar=1;ma=1;training_ratio=0.1,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
cpu_utilization_asg_misconfiguration.csv,199.034457,0.0,0.0,0.0,16551.0,ar=1;ma=1;training_ratio=0.1,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
ec2_request_latency_system_failure.csv,5.310162,3.0,0.0,0.0,3686.0,ar=1;ma=1;training_ratio=0.1,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
machine_temperature_system_failure.csv,1.15734,0.0,0.0,3.0,20424.0,ar=1;ma=1;training_ratio=0.1,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
nyc_taxi.csv,1927235.12587,1.0,0.0,4.0,9285.0,ar=1;ma=1;training_ratio=0.1,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
rogue_agent_key_hold.csv,0.0021609999999999997,0.0,0.0,2.0,1692.0,ar=1;ma=1;training_ratio=0.1,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
rogue_agent_key_updown.csv,31.576348,0.0,10.0,2.0,4775.0,ar=1;ma=1;training_ratio=0.1,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
TravelTime_387.csv,68076.370503,0.0,0.0,3.0,2251.0,ar=1;ma=1;training_ratio=0.1,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
TravelTime_451.csv,65512.466777999995,0.0,0.0,1.0,1945.0,ar=1;ma=1;training_ratio=0.1,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
occupancy_6005.csv,5.5837309999999984,0.0,0.0,1.0,2141.0,ar=1;ma=1;training_ratio=0.1,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
occupancy_t4013.csv,9.43661,2.0,0.0,0.0,2250.0,ar=1;ma=1;training_ratio=0.1,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
speed_6005.csv,64.42849100000001,1.0,0.0,0.0,2261.0,ar=1;ma=1;training_ratio=0.1,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
speed_7578.csv,38.764768,4.0,1.0,0.0,1010.0,ar=1;ma=1;training_ratio=0.1,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
speed_t4013.csv,15.079539000000002,2.0,0.0,0.0,2245.0,ar=1;ma=1;training_ratio=0.1,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
Twitter_volume_AAPL.csv,30084.751574,2.0,8.0,2.0,14306.0,ar=1;ma=1;training_ratio=0.1,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
Twitter_volume_AMZN.csv,608.090216,0.0,0.0,4.0,14251.0,ar=1;ma=1;training_ratio=0.1,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
Twitter_volume_CRM.csv,10.949475999999999,1.0,1.0,2.0,14308.0,ar=1;ma=1;training_ratio=0.1,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
Twitter_volume_CVS.csv,1.105484,0.0,0.0,3.0,14327.0,ar=1;ma=1;training_ratio=0.1,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
Twitter_volume_FB.csv,234.33037799999997,2.0,17.0,0.0,14234.0,ar=1;ma=1;training_ratio=0.1,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
Twitter_volume_GOOG.csv,162.419065,1.0,0.0,2.0,14410.0,ar=1;ma=1;training_ratio=0.1,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
Twitter_volume_IBM.csv,20.262932,2.0,50.0,0.0,14253.0,ar=1;ma=1;training_ratio=0.1,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
Twitter_volume_KO.csv,589.8746620000003,3.0,41.0,0.0,14223.0,ar=1;ma=1;training_ratio=0.1,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
Twitter_volume_PFE.csv,1.671761,0.0,0.0,4.0,14270.0,ar=1;ma=1;training_ratio=0.1,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
Twitter_volume_UPS.csv,126.442146,0.0,0.0,5.0,14281.0,ar=1;ma=1;training_ratio=0.1,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
