file,mse,TP,FP,FN,TN,parameters,threshold_parameters
exchange-2_cpm_results.csv,0.008351,0.0,1.0,2.0,1461.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
exchange-3_cpc_results.csv,0.0057469999999999995,2.0,0.0,1.0,1385.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
exchange-3_cpm_results.csv,0.067938,1.0,0.0,0.0,1385.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
exchange-4_cpc_results.csv,0.018918,3.0,182.0,0.0,1296.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
exchange-4_cpm_results.csv,0.652454,3.0,88.0,1.0,1391.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
ambient_temperature_system_failure.csv,3.5950089999999997,0.0,0.0,2.0,6541.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
cpu_utilization_asg_misconfiguration.csv,49.532846,1.0,80.0,0.0,16471.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
ec2_request_latency_system_failure.csv,4.816612,3.0,0.0,0.0,3686.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
machine_temperature_system_failure.csv,1.862485,2.0,4.0,1.0,20420.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
nyc_taxi.csv,1630804.618963,2.0,0.0,3.0,9285.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
rogue_agent_key_hold.csv,0.008824,0.0,0.0,2.0,1692.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
rogue_agent_key_updown.csv,33.626836,0.0,10.0,2.0,4775.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
TravelTime_387.csv,150399.885831,0.0,0.0,3.0,2251.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
TravelTime_451.csv,87446.995641,0.0,0.0,1.0,1945.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
occupancy_6005.csv,7.67133,0.0,0.0,1.0,2141.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
occupancy_t4013.csv,9.977958000000001,2.0,0.0,0.0,2250.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
speed_6005.csv,84.78233,0.0,0.0,0.0,2261.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
speed_7578.csv,87.88946899999999,3.0,12.0,1.0,999.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
speed_t4013.csv,19.692167,2.0,0.0,0.0,2245.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
Twitter_volume_AAPL.csv,40457.921037,2.0,5.0,2.0,14309.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
Twitter_volume_AMZN.csv,628.599331,0.0,0.0,4.0,14251.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
Twitter_volume_CRM.csv,13.917073,2.0,1.0,1.0,14308.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
Twitter_volume_CVS.csv,1.13699,0.0,0.0,3.0,14327.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
Twitter_volume_FB.csv,263.317982,2.0,38.0,0.0,14213.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
Twitter_volume_GOOG.csv,169.71707800000001,2.0,0.0,1.0,14410.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
Twitter_volume_IBM.csv,21.853738,2.0,16.0,0.0,14287.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
Twitter_volume_KO.csv,594.2310669999999,3.0,31.0,0.0,14233.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
Twitter_volume_PFE.csv,1.7143959999999998,0.0,0.0,4.0,14270.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
Twitter_volume_UPS.csv,149.694366,0.0,0.0,5.0,14281.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
