file,mse,TP,FP,FN,TN,parameters,threshold_parameters,no_of_anomalies,first_label,length,first_label_ratio
ec2_cpu_utilization_77c1ca.csv,656.778358,1.0,218.0,0.0,3411.0,lstmCells=5;learningRate=0.001;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=40,comparision_window_size=25;threshold_max_multipler=2;training_ratio=0.0424140821459;,1.0,1766.0,4032.0,0.43799999999999994
ec2_cpu_utilization_825cc2.csv,189.683901,1.0,33.0,0.0,3656.0,lstmCells=8;learningRate=0.01;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=60,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0424140821459;,1.0,1527.0,4032.0,0.379
ec2_cpu_utilization_ac20cd.csv,473.07695599999994,1.0,255.0,0.0,3374.0,lstmCells=8;learningRate=0.01;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=60,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0424140821459;,1.0,3375.0,4032.0,0.8370000000000001
ec2_cpu_utilization_c6585a.csv,0.007575,0.0,0.0,0.0,4032.0,lstmCells=10;learningRate=0.001;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=60,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0424140821459;,0.0,4032.0,4032.0,1.0
ec2_cpu_utilization_fe7f93.csv,170.240543,2.0,1403.0,1.0,2224.0,lstmCells=10;learningRate=0.0001;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=20,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0424140821459;,3.0,699.0,4032.0,0.17300000000000001
ec2_disk_write_bytes_1ef3de.csv,1886110795110094.5,1.0,116.0,0.0,4141.0,lstmCells=10;learningRate=0.0001;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=40,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0422820390662;,1.0,2400.0,4730.0,0.507
ec2_disk_write_bytes_c0d644.csv,6647530510877783.0,0.0,11.0,3.0,3616.0,lstmCells=15;learningRate=1e-06;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=30,comparision_window_size=2;threshold_max_multipler=2;training_ratio=0.0424140821459;,3.0,1795.0,4032.0,0.445
ec2_network_in_257a54.csv,24044432813165.066,1.0,0.0,0.0,3629.0,lstmCells=1;learningRate=1e-05;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=20,comparision_window_size=3;threshold_max_multipler=2;training_ratio=0.0424140821459;,1.0,1438.0,4032.0,0.35700000000000004
ec2_network_in_5abac7.csv,693713838389.1145,1.0,0.0,1.0,4256.0,lstmCells=5;learningRate=0.01;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=40,comparision_window_size=3;threshold_max_multipler=2;training_ratio=0.0422820390662;,2.0,2491.0,4730.0,0.527
elb_request_count_8c0756.csv,5190.853456,1.0,0.0,1.0,3630.0,lstmCells=6;learningRate=0.001;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=160,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0424140821459;,2.0,684.0,4032.0,0.17
grok_asg_anomaly.csv,203.631833,0.0,0.0,3.0,4156.0,lstmCells=10;learningRate=0.001;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=60,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.0424549000488;,3.0,1178.0,4621.0,0.255
iio_us-east-1_i-a2eb1cd9_NetworkIn.csv,29373958894645.23,2.0,578.0,0.0,539.0,lstmCells=10;learningRate=0.01;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=60,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.0429800724638;,2.0,219.0,1243.0,0.17600000000000002
rds_cpu_utilization_cc0c53.csv,23.893482000000002,2.0,650.0,0.0,2980.0,lstmCells=15;learningRate=0.001;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=60,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.0424140821459;,2.0,2981.0,4032.0,0.7390000000000001
rds_cpu_utilization_e47b3b.csv,77.076707,2.0,2784.0,0.0,846.0,lstmCells=15;learningRate=0.005;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=60,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.0424140821459;,2.0,847.0,4032.0,0.21
exchange-2_cpc_results.csv,0.000641,0.0,60.0,1.0,1401.0,lstmCells=10;learningRate=0.003;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=60,comparision_window_size=8;threshold_max_multipler=2;training_ratio=0.0427184466019;,1.0,245.0,1624.0,0.151
exchange-2_cpm_results.csv,0.015998,0.0,0.0,2.0,1462.0,lstmCells=5;learningRate=0.0001;epochs=12;batch_size=1;training_ratio=0.1125;sequance_length=20,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0427184466019;,2.0,566.0,1624.0,0.349
exchange-3_cpc_results.csv,0.004954,1.0,0.0,2.0,1385.0,lstmCells=10;learningRate=0.01;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.0422710622711;,3.0,272.0,1538.0,0.177
exchange-3_cpm_results.csv,0.053815999999999996,1.0,0.0,0.0,1385.0,lstmCells=10;learningRate=0.01;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.0422710622711;,1.0,1046.0,1538.0,0.68
exchange-4_cpc_results.csv,0.018668999999999998,3.0,22.0,0.0,1456.0,lstmCells=10;learningRate=0.01;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=20,comparision_window_size=3;threshold_max_multipler=2;training_ratio=0.0428032899246;,3.0,341.0,1643.0,0.20800000000000002
exchange-4_cpm_results.csv,0.6239859999999999,3.0,9.0,1.0,1470.0,lstmCells=10;learningRate=0.01;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=20,comparision_window_size=3;threshold_max_multipler=2;training_ratio=0.0428032899246;,4.0,348.0,1643.0,0.212
ambient_temperature_system_failure.csv,19.621826000000002,1.0,0.0,1.0,6541.0,lstmCells=10;learningRate=0.004;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=70,comparision_window_size=3;threshold_max_multipler=2;training_ratio=0.0423333333333;,2.0,3541.0,7267.0,0.48700000000000004
cpu_utilization_asg_misconfiguration.csv,257.363697,0.0,0.0,1.0,16551.0,lstmCells=10;learningRate=0.004;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=60,comparision_window_size=3;threshold_max_multipler=2;training_ratio=0.042290886392;,1.0,16552.0,18050.0,0.917
ec2_request_latency_system_failure.csv,7.417627,3.0,0.0,0.0,3686.0,lstmCells=10;learningRate=0.004;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=60,comparision_window_size=3;threshold_max_multipler=2;training_ratio=0.0424140821459;,3.0,2015.0,4032.0,0.5
machine_temperature_system_failure.csv,216.02752599999997,2.0,0.0,2.0,20427.0,lstmCells=10;learningRate=0.01;epochs=12;batch_size=1;training_ratio=0.06697499999999999;sequance_length=60,comparision_window_size=2;threshold_max_multipler=2;training_ratio=0.0239421987155;,4.0,2127.0,22695.0,0.094
nyc_taxi.csv,274861092.521406,0.0,0.0,5.0,9285.0,lstmCells=4;learningRate=0.01;epochs=12;batch_size=1;training_ratio=0.1125;sequance_length=60,comparision_window_size=2;threshold_max_multipler=2;training_ratio=0.0423580786026;,5.0,5840.0,10320.0,0.5660000000000001
rogue_agent_key_hold.csv,0.0026449999999999998,0.0,0.0,2.0,1692.0,lstmCells=10;learningRate=0.0001;epochs=12;batch_size=1;training_ratio=0.1125;sequance_length=60,comparision_window_size=10;threshold_max_multipler=2;training_ratio=0.0426690604428;,2.0,670.0,1882.0,0.35600000000000004
rogue_agent_key_updown.csv,31.260419,2.0,142.0,0.0,4643.0,lstmCells=10;learningRate=0.0001;epochs=12;batch_size=1;training_ratio=0.1125;sequance_length=60,comparision_window_size=10;threshold_max_multipler=2;training_ratio=0.0424438321323;,2.0,2244.0,5315.0,0.42200000000000004
TravelTime_387.csv,268676.22952399997,0.0,0.0,3.0,2251.0,lstmCells=10;learningRate=0.0001;epochs=15;batch_size=1;training_ratio=0.1125;sequance_length=60,comparision_window_size=2;threshold_max_multipler=2;training_ratio=0.0423614240649;,3.0,388.0,2500.0,0.155
TravelTime_451.csv,180489.82423,0.0,0.0,1.0,1945.0,lstmCells=4;learningRate=0.0001;epochs=12;batch_size=1;training_ratio=0.1125;sequance_length=60,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0423658155289;,1.0,439.0,2162.0,0.203
occupancy_6005.csv,12.424503,0.0,0.0,1.0,2141.0,lstmCells=10;learningRate=0.0001;epochs=12;batch_size=1;training_ratio=0.1125;sequance_length=60,comparision_window_size=3;threshold_max_multipler=2;training_ratio=0.0425934690014;,1.0,1646.0,2380.0,0.6920000000000001
occupancy_t4013.csv,30.980178999999996,2.0,0.0,0.0,2250.0,lstmCells=10;learningRate=0.0001;epochs=12;batch_size=1;training_ratio=0.1125;sequance_length=60,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0423614240649;,2.0,2088.0,2500.0,0.835
speed_6005.csv,6838.9119980000005,0.0,0.0,1.0,2261.0,lstmCells=10;learningRate=1e-05;epochs=12;batch_size=1;training_ratio=0.1125;sequance_length=60,comparision_window_size=15;threshold_max_multipler=2;training_ratio=0.0423614240649;,1.0,2262.0,2500.0,0.905
speed_7578.csv,4013.8535009999996,0.0,0.0,4.0,1011.0,lstmCells=10;learningRate=0.0001;epochs=12;batch_size=1;training_ratio=0.1125;sequance_length=60,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.043006993007;,4.0,304.0,1127.0,0.27
speed_t4013.csv,3782.139061,0.0,0.0,2.0,2245.0,lstmCells=10;learningRate=0.0001;epochs=12;batch_size=1;training_ratio=0.1125;sequance_length=60,comparision_window_size=10;threshold_max_multipler=2;training_ratio=0.0425507900677;,2.0,2085.0,2495.0,0.836
Twitter_volume_AAPL.csv,115060.049591,4.0,181.0,0.0,14133.0,lstmCells=10;learningRate=0.0001;epochs=12;batch_size=1;training_ratio=0.055575;sequance_length=60,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0196417870697;,4.0,1236.0,15902.0,0.078
Twitter_volume_AMZN.csv,3042.962726,1.0,0.0,3.0,14251.0,lstmCells=10;learningRate=0.0001;epochs=14;batch_size=1;training_ratio=0.08122499999999999;sequance_length=60,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0294926440258;,4.0,1797.0,15831.0,0.114
Twitter_volume_CRM.csv,24.213188,3.0,11.0,0.0,14298.0,lstmCells=4;learningRate=1e-05;epochs=14;batch_size=1;training_ratio=0.1125;sequance_length=60,comparision_window_size=15;threshold_max_multipler=2;training_ratio=0.0423196825847;,3.0,2873.0,15902.0,0.18100000000000002
Twitter_volume_CVS.csv,1.288408,3.0,2.0,0.0,14325.0,lstmCells=5;learningRate=1e-05;epochs=12;batch_size=1;training_ratio=0.06555;sequance_length=60,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0233562845957;,3.0,1463.0,15853.0,0.092
Twitter_volume_FB.csv,632.279956,2.0,62.0,0.0,14189.0,lstmCells=5;learningRate=1e-05;epochs=12;batch_size=1;training_ratio=0.1125;sequance_length=60,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0422680045545;,2.0,4615.0,15833.0,0.29100000000000004
Twitter_volume_GOOG.csv,732.106804,2.0,0.0,1.0,14410.0,lstmCells=5;learningRate=1e-05;epochs=12;batch_size=1;training_ratio=0.1125;sequance_length=60,comparision_window_size=10;threshold_max_multipler=2;training_ratio=0.0422688477952;,3.0,4107.0,15842.0,0.259
Twitter_volume_IBM.csv,34.980356,1.0,32.0,1.0,14271.0,lstmCells=10;learningRate=1e-05;epochs=12;batch_size=1;training_ratio=0.1125;sequance_length=60,comparision_window_size=10;threshold_max_multipler=2;training_ratio=0.0423188714022;,2.0,6813.0,15893.0,0.429
Twitter_volume_KO.csv,742.0143429999999,3.0,25.0,0.0,14239.0,lstmCells=10;learningRate=1e-05;epochs=12;batch_size=1;training_ratio=0.1125;sequance_length=20,comparision_window_size=10;threshold_max_multipler=2;training_ratio=0.0422696900768;,3.0,5971.0,15851.0,0.377
Twitter_volume_PFE.csv,2.231679,4.0,2784.0,0.0,11486.0,lstmCells=4;learningRate=0.0001;epochs=12;batch_size=1;training_ratio=0.042749999999999996;sequance_length=200,comparision_window_size=50;threshold_max_multipler=2;training_ratio=0.0148870298399;,4.0,951.0,15858.0,0.06
Twitter_volume_UPS.csv,493.710287,5.0,4021.0,0.0,10260.0,lstmCells=5;learningRate=0.0001;epochs=12;batch_size=1;training_ratio=0.0463125;sequance_length=200,comparision_window_size=50;threshold_max_multipler=2;training_ratio=0.0161908538197;,5.0,1028.0,15866.0,0.065
