file,mse,TP,FP,FN,TN,parameters,threshold_parameters,no_of_anomalies,first_label,length,first_label_ratio
art_load_balancer_spikes.csv,0.23803600000000003,0.0,0.0,1.0,3629.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=5;DL3units=1;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=20;learningRate=1e-05,comparision_window_size=10;threshold_max_multipler=2;training_ratio=0.0424140821459;,1.0,2735.0,4032.0,0.6779999999999999
ec2_cpu_utilization_24ae8d.csv,0.054461,0.0,0.0,2.0,3630.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=5;DL3units=1;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=40;learningRate=1e-05,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0424140821459;,2.0,3448.0,4032.0,0.855
ec2_cpu_utilization_53ea38.csv,0.023827,0.0,0.0,2.0,3630.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=10;DL3units=1;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=40;learningRate=0.0001,comparision_window_size=25;threshold_max_multipler=2;training_ratio=0.0424140821459;,2.0,1397.0,4032.0,0.34600000000000003
ec2_cpu_utilization_5f5533.csv,12.193144,0.0,0.0,2.0,3630.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=10;DL2units=5;DL3units=1;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=40;learningRate=0.0001,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0424140821459;,2.0,1172.0,4032.0,0.29100000000000004
ec2_cpu_utilization_77c1ca.csv,461.38122699999997,1.0,23.0,0.0,3606.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=30;DL2units=20;DL3units=1;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=40;learningRate=0.001,comparision_window_size=25;threshold_max_multipler=2;training_ratio=0.0424140821459;,1.0,1766.0,4032.0,0.43799999999999994
ec2_cpu_utilization_825cc2.csv,52.655359999999995,1.0,53.0,0.0,3636.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=5;DL3units=1;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=60;learningRate=0.01,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0424140821459;,1.0,1527.0,4032.0,0.379
ec2_cpu_utilization_ac20cd.csv,17.462736,0.0,0.0,1.0,3629.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=5;DL3units=1;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=60;learningRate=0.01,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0424140821459;,1.0,3375.0,4032.0,0.8370000000000001
ec2_cpu_utilization_c6585a.csv,0.011283,0.0,0.0,0.0,4032.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=5;DL3units=1;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=60;learningRate=0.001,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0424140821459;,0.0,4032.0,4032.0,1.0
ec2_cpu_utilization_fe7f93.csv,177.869482,2.0,1111.0,1.0,2516.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=5;DL3units=1;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=20;learningRate=0.0001,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0424140821459;,3.0,699.0,4032.0,0.17300000000000001
ec2_disk_write_bytes_1ef3de.csv,3975567981598431.0,1.0,32.0,0.0,4225.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=5;DL3units=1;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=40;learningRate=0.0001,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0422820390662;,1.0,2400.0,4730.0,0.507
ec2_disk_write_bytes_c0d644.csv,1.420824128630043e+16,2.0,4.0,1.0,3623.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=5;DL3units=1;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=30;learningRate=1e-06,comparision_window_size=2;threshold_max_multipler=2;training_ratio=0.0424140821459;,3.0,1795.0,4032.0,0.445
ec2_network_in_257a54.csv,104431080148075.52,1.0,0.0,0.0,3629.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=10;DL2units=5;DL3units=1;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=20;learningRate=1e-05,comparision_window_size=3;threshold_max_multipler=2;training_ratio=0.0424140821459;,1.0,1438.0,4032.0,0.35700000000000004
ec2_network_in_5abac7.csv,707615175643.958,1.0,0.0,1.0,4256.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=5;DL3units=1;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=40;learningRate=0.01,comparision_window_size=3;threshold_max_multipler=2;training_ratio=0.0422820390662;,2.0,2491.0,4730.0,0.527
elb_request_count_8c0756.csv,3915.381594,1.0,0.0,1.0,3630.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=5;DL3units=1;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=160;learningRate=0.001,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0424140821459;,2.0,684.0,4032.0,0.17
grok_asg_anomaly.csv,10.981024,2.0,46.0,1.0,4110.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=5;DL3units=1;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=60;learningRate=0.001,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.0424549000488;,3.0,1178.0,4621.0,0.255
iio_us-east-1_i-a2eb1cd9_NetworkIn.csv,11778071194488.7,2.0,170.0,0.0,947.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=10;DL3units=1;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=60;learningRate=0.01,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.0429800724638;,2.0,219.0,1243.0,0.17600000000000002
rds_cpu_utilization_cc0c53.csv,0.679887,2.0,28.0,0.0,3602.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=5;DL3units=1;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=60;learningRate=0.001,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.0424140821459;,2.0,2981.0,4032.0,0.7390000000000001
rds_cpu_utilization_e47b3b.csv,3.767985,2.0,153.0,0.0,3477.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=5;DL3units=1;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=60;learningRate=0.005,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.0424140821459;,2.0,847.0,4032.0,0.21
exchange-2_cpc_results.csv,0.001119,1.0,502.0,0.0,959.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=40;DL2units=20;DL3units=1;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=60;learningRate=0.003,comparision_window_size=8;threshold_max_multipler=2;training_ratio=0.0427184466019;,1.0,245.0,1624.0,0.151
exchange-2_cpm_results.csv,0.016518,2.0,12.0,0.0,1450.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=5;DL3units=1;epochs=12;batch_size=1;training_ratio=0.1125;sequance_length=20;learningRate=0.0001,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0427184466019;,2.0,566.0,1624.0,0.349
exchange-3_cpc_results.csv,0.008994,1.0,0.0,2.0,1385.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=40;DL2units=20;DL3units=1;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=20;learningRate=0.01,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.0422710622711;,3.0,272.0,1538.0,0.177
exchange-3_cpm_results.csv,0.15147,0.0,0.0,1.0,1385.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=40;DL2units=20;DL3units=1;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=20;learningRate=0.01,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.0422710622711;,1.0,1046.0,1538.0,0.68
exchange-4_cpc_results.csv,0.020571000000000002,3.0,275.0,0.0,1203.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=40;DL2units=20;DL3units=1;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=20;learningRate=0.01,comparision_window_size=3;threshold_max_multipler=2;training_ratio=0.0428032899246;,3.0,341.0,1643.0,0.20800000000000002
exchange-4_cpm_results.csv,0.673506,3.0,9.0,1.0,1470.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=40;DL2units=20;DL3units=1;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=20;learningRate=0.01,comparision_window_size=3;threshold_max_multipler=2;training_ratio=0.0428032899246;,4.0,348.0,1643.0,0.212
ambient_temperature_system_failure.csv,6.986578,0.0,0.0,2.0,6541.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=10;DL3units=1;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=70;learningRate=0.004,comparision_window_size=3;threshold_max_multipler=2;training_ratio=0.0423333333333;,2.0,3541.0,7267.0,0.48700000000000004
cpu_utilization_asg_misconfiguration.csv,61.241144999999996,1.0,74.0,0.0,16477.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=10;DL3units=1;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=60;learningRate=0.004,comparision_window_size=3;threshold_max_multipler=2;training_ratio=0.042290886392;,1.0,16552.0,18050.0,0.917
ec2_request_latency_system_failure.csv,7.961958999999999,3.0,0.0,0.0,3686.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=10;DL3units=1;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=60;learningRate=0.004,comparision_window_size=3;threshold_max_multipler=2;training_ratio=0.0424140821459;,3.0,2015.0,4032.0,0.5
machine_temperature_system_failure.csv,2.687834,2.0,2.0,2.0,20425.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=10;DL3units=1;epochs=12;batch_size=1;training_ratio=0.06697499999999999;sequance_length=60;learningRate=0.01,comparision_window_size=2;threshold_max_multipler=2;training_ratio=0.0239421987155;,4.0,2127.0,22695.0,0.094
nyc_taxi.csv,1507628.203201,2.0,0.0,3.0,9285.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=10;DL3units=1;epochs=12;batch_size=1;training_ratio=0.1125;sequance_length=60;learningRate=0.01,comparision_window_size=2;threshold_max_multipler=2;training_ratio=0.0423580786026;,5.0,5840.0,10320.0,0.5660000000000001
rogue_agent_key_hold.csv,0.0036710000000000002,0.0,0.0,2.0,1692.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=10;DL3units=1;epochs=12;batch_size=1;training_ratio=0.1125;sequance_length=60;learningRate=0.0001,comparision_window_size=10;threshold_max_multipler=2;training_ratio=0.0426690604428;,2.0,670.0,1882.0,0.35600000000000004
rogue_agent_key_updown.csv,55.567728,0.0,117.0,2.0,4668.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=10;DL3units=1;epochs=12;batch_size=1;training_ratio=0.1125;sequance_length=60;learningRate=0.0001,comparision_window_size=10;threshold_max_multipler=2;training_ratio=0.0424438321323;,2.0,2244.0,5315.0,0.42200000000000004
TravelTime_387.csv,287964.702134,0.0,0.0,3.0,2251.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1125;sequance_length=60;learningRate=0.0001,comparision_window_size=2;threshold_max_multipler=2;training_ratio=0.0423614240649;,3.0,388.0,2500.0,0.155
TravelTime_451.csv,212808.192193,0.0,0.0,1.0,1945.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=5;DL3units=1;epochs=12;batch_size=1;training_ratio=0.1125;sequance_length=60;learningRate=0.0001,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0423658155289;,1.0,439.0,2162.0,0.203
occupancy_6005.csv,7.020133,0.0,0.0,1.0,2141.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=10;DL3units=1;epochs=12;batch_size=1;training_ratio=0.1125;sequance_length=60;learningRate=0.0001,comparision_window_size=3;threshold_max_multipler=2;training_ratio=0.0425934690014;,1.0,1646.0,2380.0,0.6920000000000001
occupancy_t4013.csv,18.503285,2.0,0.0,0.0,2250.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=10;DL3units=1;epochs=12;batch_size=1;training_ratio=0.1125;sequance_length=60;learningRate=0.0001,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0423614240649;,2.0,2088.0,2500.0,0.835
speed_6005.csv,183.163424,0.0,0.0,1.0,2261.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=10;DL3units=1;epochs=12;batch_size=1;training_ratio=0.1125;sequance_length=60;learningRate=1e-05,comparision_window_size=15;threshold_max_multipler=2;training_ratio=0.0423614240649;,1.0,2262.0,2500.0,0.905
speed_7578.csv,197.260375,3.0,10.0,1.0,1001.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=10;DL3units=1;epochs=12;batch_size=1;training_ratio=0.1125;sequance_length=60;learningRate=0.0001,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.043006993007;,4.0,304.0,1127.0,0.27
speed_t4013.csv,41.065709000000005,2.0,0.0,0.0,2245.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=10;DL3units=1;epochs=12;batch_size=1;training_ratio=0.1125;sequance_length=60;learningRate=0.0001,comparision_window_size=10;threshold_max_multipler=2;training_ratio=0.0425507900677;,2.0,2085.0,2495.0,0.836
Twitter_volume_AAPL.csv,103669.814248,4.0,262.0,0.0,14052.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=10;DL3units=1;epochs=12;batch_size=1;training_ratio=0.055575;sequance_length=60;learningRate=0.0001,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0196417870697;,4.0,1236.0,15902.0,0.078
Twitter_volume_AMZN.csv,728.734859,2.0,5.0,2.0,14246.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=10;DL3units=1;epochs=14;batch_size=1;training_ratio=0.08122499999999999;sequance_length=60;learningRate=0.0001,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0294926440258;,4.0,1797.0,15831.0,0.114
Twitter_volume_CRM.csv,23.423907999999997,2.0,4.0,1.0,14305.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=10;DL3units=1;epochs=14;batch_size=1;training_ratio=0.1125;sequance_length=60;learningRate=1e-05,comparision_window_size=15;threshold_max_multipler=2;training_ratio=0.0423196825847;,3.0,2873.0,15902.0,0.18100000000000002
Twitter_volume_CVS.csv,2.4932990000000004,3.0,4.0,0.0,14323.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=10;DL2units=5;DL3units=1;epochs=12;batch_size=1;training_ratio=0.06555;sequance_length=60;learningRate=1e-05,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0233562845957;,3.0,1463.0,15853.0,0.092
Twitter_volume_FB.csv,664.521134,2.0,91.0,0.0,14160.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=10;DL2units=5;DL3units=1;epochs=12;batch_size=1;training_ratio=0.1125;sequance_length=60;learningRate=1e-05,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0422680045545;,2.0,4615.0,15833.0,0.29100000000000004
Twitter_volume_GOOG.csv,639.231534,2.0,47.0,1.0,14363.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=10;DL2units=5;DL3units=1;epochs=12;batch_size=1;training_ratio=0.1125;sequance_length=60;learningRate=1e-05,comparision_window_size=10;threshold_max_multipler=2;training_ratio=0.0422688477952;,3.0,4107.0,15842.0,0.259
Twitter_volume_IBM.csv,60.547982999999995,2.0,72.0,0.0,14231.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=5;DL3units=1;epochs=12;batch_size=1;training_ratio=0.1125;sequance_length=60;learningRate=1e-05,comparision_window_size=10;threshold_max_multipler=2;training_ratio=0.0423188714022;,2.0,6813.0,15893.0,0.429
Twitter_volume_KO.csv,960.648742,3.0,39.0,0.0,14225.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=5;DL3units=1;epochs=12;batch_size=1;training_ratio=0.1125;sequance_length=20;learningRate=1e-05,comparision_window_size=10;threshold_max_multipler=2;training_ratio=0.0422696900768;,3.0,5971.0,15851.0,0.377
Twitter_volume_PFE.csv,2.1318189999999997,4.0,2157.0,0.0,12113.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=10;DL3units=1;epochs=12;batch_size=1;training_ratio=0.042749999999999996;sequance_length=200;learningRate=0.0001,comparision_window_size=50;threshold_max_multipler=2;training_ratio=0.0148870298399;,4.0,951.0,15858.0,0.06
Twitter_volume_UPS.csv,652.9499959999999,5.0,7892.0,0.0,6389.0,CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;DL1units=20;DL2units=10;DL3units=1;epochs=12;batch_size=1;training_ratio=0.0463125;sequance_length=200;learningRate=0.0001,comparision_window_size=50;threshold_max_multipler=2;training_ratio=0.0161908538197;,5.0,1028.0,15866.0,0.065
