file,mse,TP,FP,FN,TN,parameters,threshold_parameters
electricity_utilization_specific_user.csv,1.72744,0.0,0.0,0.0,14856.0,lstmCells=10;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
ec2_cpu_utilization_24ae8d.csv,0.0094,0.0,0.0,2.0,3630.0,lstmCells=10;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
ec2_cpu_utilization_53ea38.csv,0.01095,0.0,0.0,2.0,3630.0,lstmCells=10;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
ec2_cpu_utilization_5f5533.csv,31.667476,1.0,0.0,1.0,3630.0,lstmCells=10;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
ec2_cpu_utilization_77c1ca.csv,269.103016,0.0,0.0,1.0,3629.0,lstmCells=10;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
ec2_cpu_utilization_825cc2.csv,124.195043,1.0,32.0,0.0,3657.0,lstmCells=10;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
ec2_cpu_utilization_ac20cd.csv,463.540129,1.0,255.0,0.0,3374.0,lstmCells=10;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
ec2_cpu_utilization_c6585a.csv,0.00747,0.0,0.0,0.0,4032.0,lstmCells=10;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
ec2_cpu_utilization_fe7f93.csv,66.843025,2.0,485.0,1.0,3142.0,lstmCells=10;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
ec2_disk_write_bytes_1ef3de.csv,1859967922019200.0,1.0,87.0,0.0,4170.0,lstmCells=10;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
ec2_disk_write_bytes_c0d644.csv,6592402534220448.0,1.0,14.0,2.0,3613.0,lstmCells=10;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
ec2_network_in_257a54.csv,23698858937896.67,1.0,0.0,0.0,3629.0,lstmCells=10;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
ec2_network_in_5abac7.csv,684040442958.5243,1.0,0.0,1.0,4256.0,lstmCells=10;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
elb_request_count_8c0756.csv,3202.59449,1.0,0.0,1.0,3630.0,lstmCells=10;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
grok_asg_anomaly.csv,37.804721,3.0,898.0,0.0,3258.0,lstmCells=10;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
iio_us-east-1_i-a2eb1cd9_NetworkIn.csv,28977025690958.484,2.0,247.0,0.0,870.0,lstmCells=10;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
rds_cpu_utilization_cc0c53.csv,20.029913,2.0,650.0,0.0,2980.0,lstmCells=10;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
rds_cpu_utilization_e47b3b.csv,70.56894100000001,2.0,2784.0,0.0,846.0,lstmCells=10;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
exchange-2_cpc_results.csv,0.000394,0.0,0.0,1.0,1461.0,lstmCells=10;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
exchange-2_cpm_results.csv,0.007808,1.0,1.0,1.0,1461.0,lstmCells=10;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
exchange-3_cpc_results.csv,0.004215,2.0,0.0,1.0,1385.0,lstmCells=10;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
exchange-3_cpm_results.csv,0.10299200000000001,1.0,0.0,0.0,1385.0,lstmCells=10;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
exchange-4_cpc_results.csv,0.018391,3.0,51.0,0.0,1427.0,lstmCells=10;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
exchange-4_cpm_results.csv,0.603364,3.0,50.0,1.0,1429.0,lstmCells=10;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
ambient_temperature_system_failure.csv,7.955012,0.0,0.0,2.0,6541.0,lstmCells=10;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
cpu_utilization_asg_misconfiguration.csv,164.52166599999998,0.0,0.0,0.0,16551.0,lstmCells=10;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
ec2_request_latency_system_failure.csv,5.560179,3.0,0.0,0.0,3686.0,lstmCells=10;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
machine_temperature_system_failure.csv,255.9151,1.0,0.0,2.0,20424.0,lstmCells=10;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
nyc_taxi.csv,48545999.738960996,0.0,0.0,5.0,9285.0,lstmCells=10;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
rogue_agent_key_hold.csv,0.00312,0.0,0.0,2.0,1692.0,lstmCells=10;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
rogue_agent_key_updown.csv,31.727473,0.0,10.0,2.0,4775.0,lstmCells=10;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
TravelTime_387.csv,127771.05761500001,0.0,1.0,3.0,2250.0,lstmCells=10;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
TravelTime_451.csv,212366.407302,0.0,0.0,1.0,1945.0,lstmCells=10;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
occupancy_6005.csv,5.592205,0.0,0.0,1.0,2141.0,lstmCells=10;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
occupancy_t4013.csv,12.587227,2.0,0.0,0.0,2250.0,lstmCells=10;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
speed_6005.csv,82.602659,1.0,0.0,0.0,2261.0,lstmCells=10;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
speed_7578.csv,77.49982299999999,3.0,3.0,1.0,1008.0,lstmCells=10;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
speed_t4013.csv,22.908688,2.0,0.0,0.0,2245.0,lstmCells=10;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
Twitter_volume_AAPL.csv,94129.623674,2.0,14.0,2.0,14300.0,lstmCells=10;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
Twitter_volume_AMZN.csv,645.7789740000001,0.0,0.0,4.0,14251.0,lstmCells=10;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
Twitter_volume_CRM.csv,16.921548,3.0,1.0,0.0,14308.0,lstmCells=10;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
Twitter_volume_CVS.csv,1.128557,0.0,0.0,3.0,14327.0,lstmCells=10;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
Twitter_volume_FB.csv,291.60859700000003,2.0,24.0,0.0,14227.0,lstmCells=10;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
Twitter_volume_GOOG.csv,183.241469,2.0,0.0,1.0,14410.0,lstmCells=10;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
Twitter_volume_IBM.csv,24.102386,2.0,20.0,0.0,14283.0,lstmCells=10;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
Twitter_volume_KO.csv,579.289438,3.0,30.0,0.0,14234.0,lstmCells=10;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
Twitter_volume_PFE.csv,1.7195939999999998,0.0,0.0,4.0,14270.0,lstmCells=10;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
Twitter_volume_UPS.csv,203.93296999999998,0.0,0.0,5.0,14281.0,lstmCells=10;DL1units=20;DL2units=5;DL3units=1;epochs=15;batch_size=1;training_ratio=0.1;sequance_length=20,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.05
